ags,55088552,8277,-5155,-1072,-36,16,-48
ags,55088652,8275,-5192,-1157,-33,10,-43
ags,55088752,8289,-5189,-1228,-66,-29,-37
ags,55088852,8267,-5201,-1116,-31,-8,-22
ags,55088952,8328,-5182,-1143,-65,-29,-28
ags,55089052,8355,-5231,-989,-57,-35,-29
ags,55089152,8321,-5155,-984,-50,-11,-11
ags,55089252,8331,-5167,-1082,-59,-19,-22
ags,55089352,8345,-5187,-1035,-64,-11,-31
ags,55089452,8338,-5187,-1069,-55,-6,-23
ags,55089552,8272,-5148,-1099,-54,-16,-41
ags,55089652,8348,-5226,-935,-20,17,-44
ags,55089752,8428,-5104,-923,-110,-22,-15
ags,55089852,8326,-5277,-1079,-2,46,-40
ags,55089952,8416,-5162,-1062,-26,38,-38
ags,55090052,8489,1157,-969,-137,-401,-4652
ags,55090152,11253,713,-1170,-680,-717,-16045
ags,55090252,13094,-46,-1235,-823,-855,-20606
ags,55090352,11251,-817,-1172,-636,-641,-15923
ags,55090452,8638,-1212,-1170,-205,-249,-4381
ags,55090552,9346,-1122,-1160,292,193,8893
ags,55090652,12181,-541,-1211,628,547,18525
ags,55090752,12833,254,-1360,697,636,19921
ags,55090852,10081,835,-1284,407,374,12418
ags,55090952,8238,1116,-1231,-79,-71,-303
ags,55091052,10123,825,-1213,-544,-548,-13026
ags,55091152,12816,195,-1223,-801,-781,-20081
ags,55091252,12073,-599,-1238,-725,-653,-18182
ags,55091352,9195,-1110,-1143,-357,-313,-8271
ags,55091452,8736,-1212,-1133,137,126,5015
ags,55091552,11343,-775,-1260,542,519,16225
ags,55091652,12994,-2,-1336,687,687,20398
ags,55091752,11055,711,-1218,512,547,15380
ags,55091852,8423,1074,-1172,66,120,3750
ags,55091952,9254,1008,-1191,-405,-366,-9405
ags,55092052,12242,469,-1287,-755,-705,-18664
ags,55092152,12769,-316,-1377,-772,-712,-19682
ags,55092252,10020,-980,-1231,-485,-420,-11928
ags,55092352,8475,-1222,-1209,-18,1,828
ags,55092452,10447,-922,-1106,439,397,13218
ags,55092552,12818,-289,-1343,684,652,19974
ags,55092652,11932,557,-1248,594,607,17769
ags,55092752,8968,1011,-1260,230,257,7732
ags,55092852,8626,1028,-1206,-269,-257,-5459
ags,55092952,11358,667,-1345,-668,-642,-16425
ags,55093052,13065,-87,-1358,-788,-744,-20281
ags,55093152,10950,-834,-1365,-588,-547,-15013
ags,55093252,8616,-1266,-1277,-187,-148,-3332
ags,55093352,9439,-1085,-1226,310,302,9709
ags,55093452,12335,-514,-1304,635,623,18670
ags,55093552,12518,303,-1392,658,665,19351
ags,55093652,9786,904,-1355,361,396,11386
ags,55093752,8311,1062,-1336,-109,-76,-1364
ags,55093852,10306,755,-1306,-552,-535,-13549
ags,55093952,12838,181,-1416,-793,-734,-19989
ags,55094052,11800,-663,-1311,-683,-589,-17374
ags,55094152,9048,-1185,-1279,-316,-245,-7174
ags,55094252,8848,-1176,-1270,171,195,5976
ags,55094352,11524,-714,-1296,548,547,16641
ags,55094452,12925,22,-1375,674,726,20023
ags,55094552,10704,777,-1274,471,528,14399
ags,55094652,8445,1001,-1262,39,84,2599
ags,55094752,9534,938,-1262,-426,-393,-10264
ags,55094852,12398,403,-1399,-764,-688,-18846
ags,55094952,12576,-382,-1336,-757,-674,-19070
ags,55095052,9813,-1051,-1143,-439,-367,-10803
ags,55095152,8541,-1215,-1255,14,59,1958
ags,55095252,10613,-907,-1226,471,451,13902
ags,55095352,12786,-245,-1340,687,667,19869
ags,55095452,11600,554,-1309,582,604,16887
ags,55095552,8773,977,-1350,172,216,6546
ags,55095652,8814,969,-1172,-305,-266,-6511
ags,55095752,11568,569,-1255,-680,-644,-16890
ags,55095852,12840,-211,-1336,-800,-731,-19883
ags,55095952,10692,-927,-1287,-553,-487,-13958
ags,55096052,8546,-1188,-1187,-144,-86,-2081
ags,55096152,9722,-1012,-1209,323,327,10622
ags,55096252,12432,-419,-1394,640,613,18846
ags,55096352,12310,374,-1394,622,636,18672
ags,55096452,9568,877,-1187,309,349,10172
ags,55096552,8409,1074,-1296,-149,-123,-2563
ags,55096652,10657,781,-1394,-591,-556,-14261
ags,55096752,12886,120,-1372,-779,-744,-19840
ags,55096852,11475,-704,-1336,-635,-558,-16448
ags,55096952,8831,-1137,-1245,-278,-212,-5877
ags,55097052,9056,-1122,-1279,184,226,7100
ags,55097152,11702,-646,-1245,565,548,17102
ags,55097252,12723,166,-1328,671,684,19582
ags,55097352,10411,774,-1253,432,490,13285
